license_id,vendor,tool_name,license_type,department,region,total_seats,avg_utilization,peak_utilization,cost_per_seat_usd,total_cost_usd,issue_date,expiry_date,days_to_expiry,renewal_risk,over_licensed,unused_seats,potential_savings
LIC-0344,Vendor_A,LayoutEditor,Node-Locked,Verification,APAC,15,46.1,61.0,8000,120000,2025-04-15,2027-04-15,333,Low,False,7,56000
LIC-0345,Vendor_A,DesignTool_Pro,Floating,DFT,EMEA,25,29.4,40.6,20000,500000,2025-11-03,2026-11-03,170,Low,True,16,320000
LIC-0346,Vendor_A,DesignTool_Pro,Floating,ASIC Design,APAC,20,71.7,86.0,30000,600000,2025-11-21,2027-11-21,553,Low,False,4,120000
LIC-0347,Vendor_A,DesignTool_Pro,Node-Locked,ASIC Design,APAC,20,61.9,87.1,8000,160000,2025-03-13,2026-03-13,-65,Expired,False,6,48000
LIC-0348,Vendor_A,SchematicCapture,Node-Locked,ASIC Design,APAC,20,45.2,70.7,20000,400000,2024-09-25,2025-09-25,-234,Expired,False,9,180000
LIC-0349,Vendor_B,TimingAnalyzer,Floating,Verification,EMEA,10,44.4,56.3,20000,200000,2025-09-16,2026-09-16,122,Low,False,4,80000
LIC-0350,Vendor_C,VerifyTool_B,Floating,Analog,EMEA,25,22.4,39.4,8000,200000,2025-05-05,2027-05-05,353,Low,True,18,144000
LIC-0351,Vendor_A,SchematicCapture,Node-Locked,Verification,Americas,25,56.4,67.6,25000,625000,2026-01-27,2028-01-27,620,Low,False,9,225000
LIC-0352,Vendor_C,CoverageAnalyzer,Node-Locked,DFT,Americas,15,72.4,100.0,25000,375000,2025-03-23,2027-03-23,310,Low,False,3,75000
LIC-0353,Vendor_B,SimEngine_Pro,Floating,ASIC Design,EMEA,5,19.7,47.1,15000,75000,2025-12-18,2027-12-18,580,Low,True,3,45000
LIC-0354,Vendor_C,CoverageAnalyzer,Node-Locked,Mixed-Signal,APAC,5,21.8,33.0,12000,60000,2025-05-19,2026-05-19,2,Critical,True,2,24000
LIC-0355,Vendor_A,SchematicCapture,Floating,Physical Design,APAC,25,39.1,52.1,30000,750000,2025-02-13,2026-02-13,-93,Expired,True,14,420000
LIC-0356,Vendor_C,CoverageAnalyzer,Floating,Mixed-Signal,Americas,10,25.5,51.4,20000,200000,2024-08-09,2026-08-09,84,Medium,True,6,120000
LIC-0357,Vendor_A,SchematicCapture,Floating,ASIC Design,APAC,25,38.1,48.6,25000,625000,2024-10-14,2025-10-14,-215,Expired,True,14,350000
LIC-0358,Vendor_B,SimEngine_Pro,Node-Locked,Verification,EMEA,15,37.4,43.9,12000,180000,2024-06-25,2025-06-25,-326,Expired,True,8,96000
LIC-0359,Vendor_A,LayoutEditor,Node-Locked,ASIC Design,EMEA,50,20.7,35.6,8000,400000,2025-03-08,2027-03-08,295,Low,True,38,304000
LIC-0360,Vendor_B,SimEngine_Pro,Node-Locked,Verification,Americas,50,75.4,100.0,30000,1500000,2025-03-28,2026-03-28,-50,Expired,False,11,330000
LIC-0361,Vendor_C,CoverageAnalyzer,Floating,Verification,Americas,10,20.0,34.5,30000,300000,2025-04-20,2026-04-20,-27,Expired,True,7,210000
LIC-0362,Vendor_A,DesignTool_Pro,Floating,Analog,Americas,25,38.3,44.1,25000,625000,2025-03-27,2026-03-27,-51,Expired,True,14,350000
LIC-0363,Vendor_C,VerifyTool_A,Floating,DFT,APAC,5,24.5,35.4,15000,75000,2025-08-28,2026-08-28,103,Low,True,2,30000
LIC-0364,Vendor_C,CoverageAnalyzer,Floating,DFT,APAC,10,67.2,89.5,15000,150000,2025-05-29,2026-05-29,12,Critical,False,2,30000
LIC-0365,Vendor_C,VerifyTool_A,Floating,ASIC Design,EMEA,20,42.0,71.2,20000,400000,2024-09-29,2026-09-29,135,Low,False,10,200000
LIC-0366,Vendor_B,TimingAnalyzer,Node-Locked,ASIC Design,EMEA,25,41.8,63.1,30000,750000,2025-06-30,2026-06-30,44,High,False,13,390000
LIC-0367,Vendor_B,SimEngine_X,Floating,ASIC Design,EMEA,15,72.5,100.0,8000,120000,2025-03-02,2026-03-02,-76,Expired,False,3,24000
LIC-0368,Vendor_B,SimEngine_Pro,Floating,Analog,APAC,5,33.0,46.4,25000,125000,2024-10-09,2025-10-09,-220,Expired,True,2,50000
LIC-0369,Vendor_B,SimEngine_Pro,Floating,Mixed-Signal,EMEA,5,47.0,60.3,12000,60000,2024-12-23,2026-12-23,220,Low,False,1,12000
LIC-0370,Vendor_C,CoverageAnalyzer,Floating,Physical Design,APAC,20,24.3,43.6,20000,400000,2025-09-11,2026-09-11,117,Low,True,14,280000
LIC-0371,Vendor_B,SimEngine_X,Floating,DFT,APAC,50,38.7,59.3,20000,1000000,2025-07-26,2026-07-26,70,Medium,True,29,580000
LIC-0372,Vendor_A,DesignTool_Lite,Floating,Verification,Americas,5,52.5,69.3,8000,40000,2025-04-06,2027-04-06,324,Low,False,1,8000
LIC-0373,Vendor_B,TimingAnalyzer,Floating,Analog,EMEA,25,21.2,35.9,15000,375000,2025-01-21,2027-01-21,249,Low,True,18,270000
LIC-0374,Vendor_A,SchematicCapture,Floating,ASIC Design,EMEA,15,34.2,44.9,15000,225000,2024-07-18,2025-07-18,-303,Expired,True,8,120000
LIC-0375,Vendor_A,DesignTool_Pro,Floating,ASIC Design,Americas,25,46.9,62.2,25000,625000,2025-06-28,2026-06-28,42,High,False,12,300000
LIC-0376,Vendor_B,TimingAnalyzer,Node-Locked,Mixed-Signal,Americas,20,14.7,34.0,12000,240000,2024-10-16,2026-10-16,152,Low,True,16,192000
LIC-0377,Vendor_A,SchematicCapture,Floating,Analog,APAC,25,52.4,77.4,30000,750000,2024-05-21,2025-05-21,-361,Expired,False,10,300000
LIC-0378,Vendor_A,SchematicCapture,Node-Locked,Verification,APAC,10,46.4,54.6,20000,200000,2025-11-27,2027-11-27,559,Low,False,4,80000
LIC-0379,Vendor_A,DesignTool_Lite,Floating,Mixed-Signal,EMEA,50,31.1,59.0,8000,400000,2025-11-18,2027-11-18,550,Low,True,33,264000
LIC-0380,Vendor_C,FormalChecker,Node-Locked,Mixed-Signal,EMEA,25,41.3,57.8,8000,200000,2024-05-18,2026-05-18,1,Critical,False,13,104000
LIC-0381,Vendor_A,SchematicCapture,Floating,Verification,APAC,25,78.1,100.0,8000,200000,2025-10-30,2026-10-30,166,Low,False,4,32000
LIC-0382,Vendor_B,WaveformViewer,Floating,DFT,EMEA,20,16.3,35.6,20000,400000,2026-01-08,2027-01-08,236,Low,True,15,300000
LIC-0383,Vendor_B,TimingAnalyzer,Floating,Verification,Americas,50,37.5,52.5,20000,1000000,2025-03-13,2026-03-13,-65,Expired,True,30,600000
LIC-0384,Vendor_A,SchematicCapture,Floating,Physical Design,EMEA,15,78.7,91.5,20000,300000,2025-11-07,2026-11-07,174,Low,False,2,40000
LIC-0385,Vendor_A,LayoutEditor,Node-Locked,Analog,EMEA,15,23.9,35.6,20000,300000,2024-06-06,2025-06-06,-345,Expired,True,10,200000
LIC-0386,Vendor_A,SchematicCapture,Node-Locked,Verification,EMEA,25,30.6,57.3,8000,200000,2024-09-06,2025-09-06,-253,Expired,True,16,128000
LIC-0387,Vendor_A,LayoutEditor,Floating,Analog,Americas,25,60.7,87.7,8000,200000,2025-08-22,2026-08-22,97,Low,False,8,64000
LIC-0388,Vendor_A,DesignTool_Pro,Floating,Verification,APAC,15,44.1,66.7,15000,225000,2025-02-03,2027-02-03,262,Low,False,7,105000
LIC-0389,Vendor_C,FormalChecker,Floating,Analog,APAC,10,35.8,50.1,25000,250000,2024-11-16,2025-11-16,-182,Expired,True,5,125000
LIC-0390,Vendor_B,WaveformViewer,Node-Locked,Physical Design,APAC,15,16.6,40.3,30000,450000,2025-11-15,2027-11-15,547,Low,True,11,330000
LIC-0391,Vendor_A,SchematicCapture,Node-Locked,ASIC Design,APAC,10,58.1,84.5,30000,300000,2025-06-30,2026-06-30,44,High,False,3,90000
LIC-0392,Vendor_B,TimingAnalyzer,Node-Locked,Mixed-Signal,APAC,50,77.8,83.0,12000,600000,2025-08-22,2026-08-22,97,Low,False,10,120000
LIC-0393,Vendor_A,LayoutEditor,Node-Locked,Mixed-Signal,EMEA,50,39.4,60.5,20000,1000000,2025-01-26,2027-01-26,254,Low,True,29,580000
LIC-0394,Vendor_B,WaveformViewer,Floating,Verification,EMEA,25,57.8,83.4,20000,500000,2024-06-27,2025-06-27,-324,Expired,False,9,180000
LIC-0395,Vendor_A,LayoutEditor,Floating,Mixed-Signal,Americas,15,29.4,41.9,8000,120000,2024-10-10,2025-10-10,-219,Expired,True,9,72000
LIC-0396,Vendor_B,WaveformViewer,Node-Locked,Analog,EMEA,15,25.2,46.6,30000,450000,2025-04-16,2026-04-16,-31,Expired,True,10,300000
LIC-0397,Vendor_A,DesignTool_Lite,Floating,ASIC Design,Americas,15,15.1,37.1,30000,450000,2026-01-20,2028-01-20,613,Low,True,11,330000
LIC-0398,Vendor_B,WaveformViewer,Floating,DFT,EMEA,5,48.0,67.6,25000,125000,2025-08-05,2027-08-05,445,Low,False,1,25000
LIC-0399,Vendor_C,VerifyTool_B,Floating,Analog,Americas,20,67.3,95.0,30000,600000,2025-02-13,2027-02-13,272,Low,False,5,150000
LIC-0400,Vendor_A,DesignTool_Lite,Floating,Physical Design,APAC,50,36.0,47.5,25000,1250000,2025-08-12,2027-08-12,452,Low,True,31,775000
LIC-0401,Vendor_C,VerifyTool_A,Floating,Verification,EMEA,15,57.1,72.6,15000,225000,2025-01-31,2027-01-31,259,Low,False,5,75000
LIC-0402,Vendor_C,CoverageAnalyzer,Floating,DFT,APAC,50,34.5,54.1,25000,1250000,2025-12-05,2027-12-05,567,Low,True,31,775000
LIC-0403,Vendor_A,DesignTool_Pro,Floating,Analog,EMEA,20,53.3,59.7,12000,240000,2025-09-28,2026-09-28,134,Low,False,8,96000
LIC-0404,Vendor_B,TimingAnalyzer,Floating,Mixed-Signal,EMEA,50,38.2,47.7,8000,400000,2024-10-04,2026-10-04,140,Low,True,29,232000
LIC-0405,Vendor_C,VerifyTool_B,Floating,Physical Design,Americas,20,7.9,19.7,12000,240000,2024-07-05,2025-07-05,-316,Expired,True,17,204000
LIC-0406,Vendor_B,SimEngine_X,Floating,Verification,Americas,20,23.5,38.6,20000,400000,2025-01-19,2026-01-19,-118,Expired,True,14,280000
LIC-0407,Vendor_A,DesignTool_Lite,Node-Locked,Analog,EMEA,15,29.8,53.7,25000,375000,2025-08-04,2026-08-04,79,Medium,True,9,225000
LIC-0408,Vendor_C,VerifyTool_A,Floating,Analog,Americas,50,36.7,63.6,15000,750000,2025-10-06,2026-10-06,142,Low,True,30,450000
LIC-0409,Vendor_B,WaveformViewer,Node-Locked,Verification,APAC,15,48.6,77.3,20000,300000,2024-09-01,2026-09-01,107,Low,False,6,120000
LIC-0410,Vendor_B,SimEngine_Pro,Floating,Physical Design,EMEA,10,12.7,21.8,20000,200000,2026-01-27,2027-01-27,255,Low,True,7,140000
LIC-0411,Vendor_A,DesignTool_Lite,Floating,Verification,Americas,25,15.5,24.7,15000,375000,2026-01-08,2028-01-08,601,Low,True,20,300000
LIC-0412,Vendor_C,CoverageAnalyzer,Floating,Mixed-Signal,Americas,5,35.5,57.0,30000,150000,2026-01-26,2027-01-26,254,Low,True,2,60000
LIC-0413,Vendor_C,VerifyTool_A,Floating,DFT,EMEA,25,65.5,76.8,30000,750000,2025-09-12,2026-09-12,118,Low,False,7,210000
LIC-0414,Vendor_C,VerifyTool_A,Floating,Physical Design,EMEA,50,47.4,65.4,25000,1250000,2024-06-05,2025-06-05,-346,Expired,False,25,625000
LIC-0415,Vendor_B,SimEngine_X,Floating,Mixed-Signal,Americas,15,18.6,26.5,8000,120000,2024-09-24,2025-09-24,-235,Expired,True,11,88000
LIC-0416,Vendor_C,VerifyTool_B,Node-Locked,Physical Design,Americas,15,11.0,33.6,15000,225000,2025-09-04,2026-09-04,110,Low,True,12,180000
LIC-0417,Vendor_C,FormalChecker,Node-Locked,Verification,Americas,15,30.3,41.2,8000,120000,2025-11-16,2026-11-16,183,Low,True,9,72000
LIC-0418,Vendor_C,FormalChecker,Node-Locked,Verification,APAC,5,38.7,61.8,8000,40000,2025-05-29,2026-05-29,12,Critical,True,2,16000
LIC-0419,Vendor_B,WaveformViewer,Floating,Physical Design,EMEA,10,64.4,91.3,15000,150000,2025-02-12,2027-02-12,271,Low,False,2,30000
LIC-0420,Vendor_B,SimEngine_X,Floating,ASIC Design,APAC,10,15.0,36.6,12000,120000,2025-03-16,2027-03-16,303,Low,True,7,84000
LIC-0421,Vendor_B,WaveformViewer,Floating,Analog,APAC,15,55.7,65.3,20000,300000,2025-01-02,2027-01-02,230,Low,False,5,100000
LIC-0422,Vendor_B,TimingAnalyzer,Node-Locked,Analog,EMEA,50,23.7,50.9,12000,600000,2025-10-23,2026-10-23,159,Low,True,37,444000
LIC-0423,Vendor_C,VerifyTool_A,Floating,Verification,APAC,25,67.6,84.7,25000,625000,2024-11-24,2025-11-24,-174,Expired,False,7,175000
LIC-0424,Vendor_C,FormalChecker,Floating,Physical Design,Americas,50,55.7,82.7,30000,1500000,2025-10-05,2027-10-05,506,Low,False,21,630000
LIC-0425,Vendor_B,SimEngine_X,Floating,DFT,EMEA,15,55.3,76.7,8000,120000,2024-08-27,2025-08-27,-263,Expired,False,5,40000
LIC-0426,Vendor_C,CoverageAnalyzer,Floating,Mixed-Signal,Americas,25,62.4,69.8,30000,750000,2025-06-06,2027-06-06,385,Low,False,8,240000
LIC-0427,Vendor_B,TimingAnalyzer,Node-Locked,Verification,Americas,25,29.5,35.9,30000,750000,2025-09-08,2027-09-08,479,Low,True,16,480000
LIC-0428,Vendor_B,SimEngine_Pro,Floating,ASIC Design,EMEA,15,72.9,100.0,8000,120000,2024-09-14,2025-09-14,-245,Expired,False,3,24000
LIC-0429,Vendor_C,FormalChecker,Floating,DFT,APAC,20,36.1,61.1,20000,400000,2025-11-17,2027-11-17,549,Low,True,11,220000
LIC-0430,Vendor_B,WaveformViewer,Node-Locked,ASIC Design,EMEA,5,53.4,61.0,20000,100000,2026-01-10,2027-01-10,238,Low,False,1,20000
LIC-0431,Vendor_A,LayoutEditor,Floating,Mixed-Signal,Americas,50,70.0,86.4,15000,750000,2025-02-08,2026-02-08,-98,Expired,False,14,210000
LIC-0432,Vendor_A,SchematicCapture,Node-Locked,Physical Design,Americas,25,9.1,25.9,30000,750000,2025-02-08,2027-02-08,267,Low,True,21,630000
LIC-0433,Vendor_A,DesignTool_Pro,Floating,Analog,APAC,15,61.1,86.8,15000,225000,2024-08-04,2026-08-04,79,Medium,False,4,60000
LIC-0434,Vendor_C,VerifyTool_A,Floating,ASIC Design,APAC,50,58.1,81.7,20000,1000000,2025-10-29,2027-10-29,530,Low,False,19,380000
LIC-0435,Vendor_C,VerifyTool_B,Node-Locked,Verification,APAC,20,56.2,66.6,12000,240000,2025-03-06,2026-03-06,-72,Expired,False,7,84000
LIC-0436,Vendor_B,SimEngine_X,Floating,Analog,Americas,20,19.5,35.9,25000,500000,2024-09-17,2025-09-17,-242,Expired,True,15,375000
LIC-0437,Vendor_B,SimEngine_X,Floating,Mixed-Signal,Americas,20,22.3,48.3,20000,400000,2024-09-13,2025-09-13,-246,Expired,True,14,280000
LIC-0438,Vendor_C,VerifyTool_B,Floating,Analog,APAC,50,35.5,55.5,15000,750000,2024-09-17,2026-09-17,123,Low,True,31,465000
LIC-0439,Vendor_B,SimEngine_Pro,Node-Locked,Physical Design,EMEA,15,39.6,55.9,12000,180000,2025-09-27,2027-09-27,498,Low,True,8,96000
LIC-0440,Vendor_C,CoverageAnalyzer,Node-Locked,Analog,Americas,50,29.6,53.0,25000,1250000,2025-07-08,2026-07-08,52,High,True,34,850000
LIC-0441,Vendor_A,LayoutEditor,Node-Locked,Analog,EMEA,10,66.3,95.8,30000,300000,2025-08-17,2027-08-17,457,Low,False,2,60000
LIC-0442,Vendor_C,VerifyTool_A,Floating,Physical Design,Americas,25,1.9,30.5,30000,750000,2024-12-15,2026-12-15,212,Low,True,23,690000
LIC-0443,Vendor_B,SimEngine_X,Floating,Mixed-Signal,APAC,10,32.8,39.1,8000,80000,2025-07-26,2027-07-26,435,Low,True,5,40000
LIC-0444,Vendor_A,LayoutEditor,Floating,Analog,EMEA,5,15.8,38.1,15000,75000,2025-07-22,2026-07-22,66,Medium,True,3,45000
LIC-0445,Vendor_B,TimingAnalyzer,Node-Locked,ASIC Design,Americas,50,72.6,91.6,12000,600000,2024-07-21,2026-07-21,65,Medium,False,12,144000
LIC-0446,Vendor_A,LayoutEditor,Floating,Analog,Americas,20,47.3,62.0,30000,600000,2025-04-01,2026-04-01,-46,Expired,False,9,270000
LIC-0447,Vendor_A,LayoutEditor,Node-Locked,Verification,Americas,20,36.4,62.1,30000,600000,2025-02-04,2026-02-04,-102,Expired,True,11,330000
LIC-0448,Vendor_C,VerifyTool_B,Floating,Physical Design,EMEA,50,19.5,26.4,12000,600000,2024-09-07,2025-09-07,-252,Expired,True,39,468000
LIC-0449,Vendor_B,SimEngine_X,Floating,DFT,EMEA,10,47.4,56.4,15000,150000,2026-02-10,2028-02-10,634,Low,False,4,60000
LIC-0450,Vendor_B,SimEngine_Pro,Node-Locked,ASIC Design,APAC,25,15.5,21.8,30000,750000,2024-05-26,2026-05-26,9,Critical,True,20,600000
LIC-0451,Vendor_B,WaveformViewer,Floating,ASIC Design,Americas,10,45.1,74.0,25000,250000,2025-12-08,2026-12-08,205,Low,False,4,100000
LIC-0452,Vendor_B,TimingAnalyzer,Floating,ASIC Design,EMEA,10,71.6,93.2,15000,150000,2025-02-11,2027-02-11,270,Low,False,1,15000
LIC-0453,Vendor_A,SchematicCapture,Floating,Mixed-Signal,Americas,50,70.4,84.1,12000,600000,2024-05-28,2025-05-28,-354,Expired,False,13,156000
LIC-0454,Vendor_A,LayoutEditor,Floating,DFT,APAC,25,22.5,45.6,8000,200000,2024-09-04,2026-09-04,110,Low,True,18,144000
LIC-0455,Vendor_C,FormalChecker,Floating,DFT,APAC,50,68.2,78.0,25000,1250000,2025-11-23,2026-11-23,190,Low,False,14,350000
LIC-0456,Vendor_A,DesignTool_Pro,Floating,Analog,APAC,50,7.5,31.8,30000,1500000,2024-12-08,2025-12-08,-160,Expired,True,45,1350000
LIC-0457,Vendor_A,SchematicCapture,Node-Locked,Analog,APAC,10,33.0,38.6,30000,300000,2025-03-13,2026-03-13,-65,Expired,True,5,150000
LIC-0458,Vendor_A,DesignTool_Pro,Node-Locked,ASIC Design,APAC,25,23.4,30.2,12000,300000,2025-05-27,2027-05-27,375,Low,True,18,216000
LIC-0459,Vendor_B,TimingAnalyzer,Floating,Analog,EMEA,5,5.6,20.3,8000,40000,2024-08-17,2025-08-17,-273,Expired,True,3,24000
LIC-0460,Vendor_C,VerifyTool_A,Floating,Analog,Americas,5,55.6,69.5,25000,125000,2025-10-30,2027-10-30,531,Low,False,1,25000
LIC-0461,Vendor_C,CoverageAnalyzer,Floating,Mixed-Signal,APAC,20,63.4,77.9,30000,600000,2026-01-15,2028-01-15,608,Low,False,6,180000
LIC-0462,Vendor_A,DesignTool_Lite,Floating,Verification,Americas,25,61.1,73.5,30000,750000,2025-09-21,2027-09-21,492,Low,False,8,240000
LIC-0463,Vendor_C,CoverageAnalyzer,Node-Locked,ASIC Design,Americas,10,46.3,54.4,8000,80000,2024-07-09,2026-07-09,53,High,False,4,32000
LIC-0464,Vendor_C,VerifyTool_A,Node-Locked,Physical Design,APAC,50,45.7,59.3,20000,1000000,2024-09-09,2025-09-09,-250,Expired,False,26,520000
LIC-0465,Vendor_A,DesignTool_Lite,Node-Locked,Verification,Americas,10,76.8,84.7,30000,300000,2024-07-15,2025-07-15,-306,Expired,False,1,30000
LIC-0466,Vendor_C,FormalChecker,Floating,Analog,Americas,50,30.9,37.6,8000,400000,2025-07-28,2027-07-28,437,Low,True,33,264000
LIC-0467,Vendor_B,WaveformViewer,Floating,Verification,Americas,5,47.5,59.6,8000,40000,2025-08-01,2027-08-01,441,Low,False,1,8000
LIC-0468,Vendor_B,TimingAnalyzer,Floating,Physical Design,Americas,50,25.8,45.4,25000,1250000,2024-07-15,2026-07-15,59,High,True,36,900000
LIC-0469,Vendor_B,TimingAnalyzer,Floating,Verification,APAC,10,61.8,84.6,30000,300000,2024-11-26,2026-11-26,193,Low,False,2,60000
LIC-0470,Vendor_B,SimEngine_Pro,Floating,Analog,Americas,20,60.1,76.7,15000,300000,2025-04-09,2027-04-09,327,Low,False,6,90000
LIC-0471,Vendor_C,VerifyTool_A,Floating,Verification,Americas,15,45.1,71.6,12000,180000,2024-08-13,2025-08-13,-277,Expired,False,7,84000
LIC-0472,Vendor_B,SimEngine_X,Node-Locked,Analog,APAC,25,45.9,66.7,25000,625000,2024-07-03,2026-07-03,47,High,False,12,300000
LIC-0473,Vendor_C,VerifyTool_B,Floating,ASIC Design,Americas,25,38.7,55.5,12000,300000,2025-02-06,2027-02-06,265,Low,True,14,168000
LIC-0474,Vendor_A,LayoutEditor,Floating,Verification,EMEA,5,46.1,61.0,25000,125000,2026-02-05,2027-02-05,264,Low,False,1,25000
LIC-0475,Vendor_C,VerifyTool_B,Floating,Mixed-Signal,APAC,10,9.9,29.1,25000,250000,2025-09-19,2027-09-19,490,Low,True,8,200000
LIC-0476,Vendor_B,SimEngine_X,Floating,Verification,EMEA,15,47.6,61.8,8000,120000,2025-07-19,2027-07-19,428,Low,False,6,48000
LIC-0477,Vendor_B,TimingAnalyzer,Floating,DFT,APAC,50,75.1,88.2,30000,1500000,2024-08-31,2026-08-31,106,Low,False,11,330000
LIC-0478,Vendor_C,CoverageAnalyzer,Floating,Mixed-Signal,Americas,20,28.5,49.8,15000,300000,2024-06-24,2025-06-24,-327,Expired,True,13,195000
LIC-0479,Vendor_C,CoverageAnalyzer,Floating,DFT,APAC,15,44.9,70.3,15000,225000,2024-10-05,2026-10-05,141,Low,False,7,105000
LIC-0480,Vendor_C,VerifyTool_A,Floating,Mixed-Signal,APAC,10,34.8,41.7,30000,300000,2025-05-04,2026-05-04,-13,Expired,True,5,150000
LIC-0481,Vendor_A,DesignTool_Lite,Floating,Verification,EMEA,5,27.4,48.9,20000,100000,2025-03-14,2026-03-14,-64,Expired,True,2,40000
LIC-0482,Vendor_B,TimingAnalyzer,Floating,DFT,APAC,50,58.9,84.7,8000,400000,2025-06-11,2026-06-11,25,Critical,False,19,152000
LIC-0483,Vendor_A,DesignTool_Lite,Floating,Verification,Americas,25,29.7,38.4,12000,300000,2025-05-27,2026-05-27,10,Critical,True,16,192000
LIC-0484,Vendor_C,FormalChecker,Floating,Mixed-Signal,Americas,50,57.8,81.0,15000,750000,2025-11-20,2026-11-20,187,Low,False,20,300000
LIC-0485,Vendor_B,TimingAnalyzer,Floating,DFT,APAC,20,42.5,62.5,25000,500000,2025-08-13,2027-08-13,453,Low,False,10,250000
LIC-0486,Vendor_A,LayoutEditor,Floating,DFT,Americas,10,13.0,27.5,12000,120000,2025-10-27,2026-10-27,163,Low,True,7,84000
LIC-0487,Vendor_A,SchematicCapture,Floating,Verification,Americas,20,24.0,51.5,25000,500000,2026-01-07,2027-01-07,235,Low,True,14,350000
LIC-0488,Vendor_A,SchematicCapture,Node-Locked,Analog,APAC,25,42.7,68.4,30000,750000,2024-12-01,2026-12-01,198,Low,False,13,390000
LIC-0489,Vendor_B,SimEngine_X,Floating,Analog,Americas,20,33.5,58.2,20000,400000,2025-02-22,2026-02-22,-84,Expired,True,12,240000
LIC-0490,Vendor_B,SimEngine_Pro,Node-Locked,Physical Design,EMEA,5,33.0,45.1,25000,125000,2024-12-24,2026-12-24,221,Low,True,2,50000
LIC-0491,Vendor_A,DesignTool_Pro,Node-Locked,Analog,Americas,25,39.0,57.1,25000,625000,2026-02-08,2028-02-08,632,Low,True,14,350000
LIC-0492,Vendor_C,VerifyTool_B,Floating,Analog,EMEA,5,25.8,34.7,30000,150000,2024-06-26,2026-06-26,40,High,True,2,60000
LIC-0493,Vendor_B,TimingAnalyzer,Floating,Mixed-Signal,EMEA,50,19.3,34.2,12000,600000,2024-12-19,2026-12-19,216,Low,True,39,468000
LIC-0494,Vendor_A,LayoutEditor,Floating,Mixed-Signal,Americas,15,47.8,67.2,30000,450000,2025-01-04,2026-01-04,-133,Expired,False,6,180000
LIC-0495,Vendor_C,VerifyTool_A,Floating,Analog,APAC,50,1.2,29.9,8000,400000,2025-07-11,2027-07-11,420,Low,True,48,384000
LIC-0496,Vendor_B,SimEngine_X,Node-Locked,Verification,EMEA,5,30.2,55.3,12000,60000,2024-10-21,2026-10-21,157,Low,True,2,24000
LIC-0497,Vendor_A,DesignTool_Pro,Floating,Physical Design,APAC,25,46.5,52.4,20000,500000,2025-01-01,2027-01-01,229,Low,False,12,240000
LIC-0498,Vendor_C,VerifyTool_A,Floating,Verification,Americas,5,68.5,78.5,30000,150000,2024-09-03,2026-09-03,109,Low,False,0,0
LIC-0499,Vendor_A,DesignTool_Pro,Floating,Mixed-Signal,Americas,10,34.6,55.0,30000,300000,2026-01-10,2028-01-10,603,Low,True,5,150000
LIC-0500,Vendor_A,DesignTool_Pro,Node-Locked,Verification,APAC,20,75.3,89.1,20000,400000,2024-12-27,2025-12-27,-141,Expired,False,3,60000
LIC-0501,Vendor_C,VerifyTool_A,Floating,Analog,Americas,5,19.1,37.8,30000,150000,2024-07-23,2026-07-23,67,Medium,True,3,90000
LIC-0502,Vendor_B,WaveformViewer,Node-Locked,Verification,Americas,20,48.9,77.1,25000,500000,2026-02-11,2028-02-11,635,Low,False,9,225000
LIC-0503,Vendor_A,SchematicCapture,Floating,Mixed-Signal,APAC,25,35.8,48.2,8000,200000,2024-09-08,2026-09-08,114,Low,True,15,120000
LIC-0504,Vendor_C,CoverageAnalyzer,Node-Locked,Analog,EMEA,25,15.6,32.7,12000,300000,2025-03-05,2027-03-05,292,Low,True,20,240000
LIC-0505,Vendor_C,FormalChecker,Floating,Mixed-Signal,APAC,15,58.2,64.9,30000,450000,2025-07-05,2026-07-05,49,High,False,5,150000
LIC-0506,Vendor_B,TimingAnalyzer,Floating,Physical Design,Americas,50,37.5,63.3,12000,600000,2025-04-27,2026-04-27,-20,Expired,True,30,360000
LIC-0507,Vendor_B,WaveformViewer,Node-Locked,ASIC Design,Americas,20,15.3,28.1,12000,240000,2024-07-08,2026-07-08,52,High,True,15,180000
LIC-0508,Vendor_A,DesignTool_Lite,Floating,DFT,Americas,50,50.4,61.5,15000,750000,2025-07-19,2026-07-19,63,Medium,False,23,345000
LIC-0509,Vendor_A,DesignTool_Lite,Floating,Mixed-Signal,EMEA,5,10.8,18.8,8000,40000,2024-09-29,2025-09-29,-230,Expired,True,3,24000
LIC-0510,Vendor_C,VerifyTool_A,Floating,DFT,EMEA,20,55.3,82.8,25000,500000,2025-05-10,2027-05-10,358,Low,False,7,175000
LIC-0511,Vendor_A,LayoutEditor,Node-Locked,DFT,APAC,10,22.9,29.3,20000,200000,2024-10-14,2025-10-14,-215,Expired,True,6,120000
LIC-0512,Vendor_C,CoverageAnalyzer,Node-Locked,DFT,Americas,20,86.9,100.0,30000,600000,2024-09-03,2026-09-03,109,Low,False,1,30000
LIC-0513,Vendor_B,SimEngine_X,Floating,ASIC Design,Americas,25,26.8,34.3,15000,375000,2024-05-29,2026-05-29,12,Critical,True,17,255000
LIC-0514,Vendor_A,LayoutEditor,Floating,Verification,EMEA,25,37.5,51.1,12000,300000,2024-09-23,2026-09-23,129,Low,True,14,168000
LIC-0515,Vendor_A,SchematicCapture,Floating,Analog,EMEA,20,47.9,59.9,12000,240000,2024-07-10,2025-07-10,-311,Expired,False,9,108000
